,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
WLS,2.01461E-10,0.273310833,0.386,0.262,5.63487E-06
LRRC28,2.07274E-10,-0.579311209,0.231,0.306,5.79745E-06
AC068051.1,2.09138E-10,0.32044051,0.243,0.142,5.84958E-06
AHCYL1,2.10958E-10,-0.452129352,0.199,0.281,5.90049E-06
ZHX2,2.28096E-10,0.263076229,0.66,0.473,6.37986E-06
TRPV1,2.4025E-10,-0.522891526,0.116,0.187,6.71979E-06
PAN2,2.47234E-10,-0.356096779,0.051,0.106,6.91514E-06
LGR4,2.5097E-10,-0.402445532,0.553,0.612,7.01962E-06
POU3F3,2.53436E-10,-0.493460347,0.086,0.151,7.0886E-06
GALM,2.53789E-10,-0.536463164,0.167,0.244,7.09847E-06
HULC,2.56131E-10,-0.543000046,0.271,0.353,7.16399E-06
AOX1,2.65487E-10,-0.329805146,0.07,0.134,7.42566E-06
AC246817.1,3.18162E-10,0.255295035,0.143,0.067,8.899E-06
GOT1,3.3168E-10,-0.406959024,0.103,0.172,9.27708E-06
FMO5,3.53041E-10,-0.505962483,0.061,0.12,9.87455E-06
AC010789.1,3.61256E-10,-0.382726316,0.051,0.107,1.01043E-05
ACOX1,3.6949E-10,-0.454055906,0.134,0.206,1.03346E-05
RPL34-AS1,3.91827E-10,-0.336133803,0.047,0.102,1.09594E-05
SARAF,4.07617E-10,-0.432090433,0.072,0.132,1.1401E-05
AC007319.1,4.13502E-10,0.291605527,0.329,0.21,1.15656E-05
MERTK,4.37974E-10,-0.390202319,0.096,0.163,1.22501E-05
RASSF8-AS1,4.44778E-10,-0.400867336,0.104,0.176,1.24404E-05
MACROD1,4.88707E-10,-0.445853128,0.093,0.161,1.36691E-05
OSBPL3,4.92538E-10,-0.52106803,0.259,0.336,1.37763E-05
NEBL,5.5582E-10,-0.625183199,0.529,0.565,1.55463E-05
PLPP3,5.85145E-10,-0.539993811,0.204,0.273,1.63665E-05
SLC39A14,6.41602E-10,-0.555314453,0.158,0.233,1.79456E-05
NKTR,6.61644E-10,-0.540403828,0.593,0.587,1.85062E-05
MYO15B,6.71989E-10,-0.660829315,0.332,0.384,1.87955E-05
ANK3,6.85686E-10,-0.265164617,0.939,0.92,1.91786E-05
DPY19L2,7.43978E-10,-0.495518486,0.229,0.299,2.08091E-05
CLDN10-AS1,8.44473E-10,0.411012584,0.203,0.119,2.36199E-05
WDFY3,8.56094E-10,-0.395211132,0.799,0.755,2.39449E-05
LMBR1,8.61491E-10,0.25197501,0.507,0.369,2.40959E-05
KANTR,9.51839E-10,-0.547613631,0.188,0.263,2.66229E-05
RASGEF1B,1.2241E-09,-0.526772534,0.161,0.233,3.4238E-05
SIPA1L3,1.23523E-09,0.332003062,0.692,0.568,3.45495E-05
BCL2L1,1.24035E-09,0.298119545,0.476,0.352,3.46927E-05
MAP3K21,1.4267E-09,0.259900719,0.375,0.255,3.99048E-05
PDGFB,1.49154E-09,0.328735525,0.12,0.052,4.17184E-05
TTC3,1.51397E-09,-0.536268201,0.574,0.58,4.23458E-05
ANKZF1,1.52828E-09,-0.418839592,0.074,0.132,4.27461E-05
SLC3A2,1.55012E-09,-0.40438089,0.072,0.129,4.33569E-05
NPM1,1.65321E-09,-0.37946295,0.09,0.153,4.62404E-05
MDH1,1.65783E-09,-0.380191918,0.058,0.114,4.63696E-05
AHCYL2,1.83278E-09,-0.430121025,0.497,0.548,5.12629E-05
LRRC8D,1.84225E-09,-0.490604683,0.388,0.443,5.15277E-05
ANO9,1.86446E-09,-0.590306387,0.082,0.142,5.21489E-05
CACNA1C,1.97686E-09,0.383220903,0.154,0.077,5.52929E-05
OSBPL1A,2.05368E-09,-0.452037554,0.269,0.344,5.74413E-05
NOCT,2.11554E-09,0.262111505,0.147,0.072,5.91718E-05
LRRC4C,2.40282E-09,-0.363372262,0.182,0.09,6.72068E-05
GNG12-AS1,2.41078E-09,0.30730683,0.327,0.217,6.74296E-05
SH3YL1,2.5761E-09,-0.454521423,0.344,0.413,7.20536E-05
SET,2.91122E-09,-0.334952742,0.055,0.108,8.14269E-05
TAF1D,3.11316E-09,-0.525564138,0.424,0.459,8.7075E-05
AR,3.17002E-09,0.276631719,0.307,0.2,8.86654E-05
SLC25A36,3.49972E-09,-0.554003535,0.395,0.441,9.78871E-05
ADAMTS16,3.53909E-09,0.308958049,0.374,0.267,9.89883E-05
ERBB2,3.54601E-09,-0.492895252,0.153,0.22,9.91819E-05
CDKN1C,3.69451E-09,-0.36510502,0.071,0.128,0.000103335
PRICKLE2,3.71297E-09,0.273817306,0.733,0.589,0.000103852
SQSTM1,3.85531E-09,-0.511911841,0.155,0.219,0.000107833
FCGRT,3.90656E-09,-0.363408443,0.057,0.11,0.000109266
PTPRM,4.38582E-09,-0.278787693,0.889,0.857,0.000122671
FAM135B,4.44036E-09,-0.609250104,0.14,0.212,0.000124197
HAAO,4.74106E-09,-0.399009894,0.073,0.132,0.000132607
BBOX1-AS1,5.10057E-09,0.290847968,0.327,0.22,0.000142663
EPM2AIP1,5.18649E-09,-0.486149334,0.101,0.162,0.000145066
TUBGCP2,5.19402E-09,-0.602128282,0.176,0.239,0.000145277
TMBIM6,5.4227E-09,-0.552629682,0.265,0.331,0.000151673
PLXNB1,5.46173E-09,-0.612603851,0.25,0.311,0.000152765
U91319.1,5.47906E-09,0.353831412,0.187,0.107,0.000153249
ITPKC,5.5224E-09,0.293835583,0.162,0.083,0.000154462
HSBP1L1,5.67073E-09,-0.367238052,0.057,0.11,0.00015861
CLNK,5.67769E-09,-0.416774944,0.066,0.121,0.000158805
LINC00886,6.081E-09,-0.536053976,0.133,0.2,0.000170086
GLDC,6.49993E-09,-0.335570547,0.274,0.35,0.000181803
RFNG,6.51239E-09,-0.389428545,0.055,0.107,0.000182152
JUN,6.6244E-09,-0.605678294,0.12,0.184,0.000185284
URGCP,6.73119E-09,-0.471600285,0.292,0.36,0.000188271
PATJ,7.01499E-09,-0.301664056,0.892,0.896,0.000196209
TRMT9B,7.32449E-09,-0.344364055,0.084,0.145,0.000204866
DIP2C,7.41999E-09,-0.299348411,0.736,0.719,0.000207537
ADD3,7.85135E-09,-0.527644454,0.384,0.436,0.000219602
BABAM2,8.0843E-09,0.273190067,0.773,0.64,0.000226118
HNRNPA2B1,8.14277E-09,-0.433775079,0.506,0.549,0.000227753
AL359232.1,8.15986E-09,-0.43376252,0.22,0.296,0.000228231
GRM5,8.55251E-09,0.269738617,0.165,0.089,0.000239214
ACVR2B,9.45013E-09,-0.364826127,0.069,0.126,0.00026432
ZRANB2,9.87237E-09,-0.562043826,0.499,0.514,0.00027613
LNX1,1.13489E-08,-0.34988822,0.085,0.145,0.00031743
ZNF91,1.24977E-08,-0.580271797,0.377,0.418,0.00034956
HSDL2,1.26771E-08,-0.399334705,0.196,0.267,0.000354579
JARID2,1.28072E-08,-0.500686795,0.285,0.344,0.000358217
ZKSCAN1,1.41286E-08,-0.545121705,0.262,0.323,0.000395178
CEP152,1.46934E-08,-0.393107022,0.08,0.138,0.000410973
JAK1,1.53324E-08,-0.394382831,0.702,0.667,0.000428848
DSP,1.53519E-08,-0.515506934,0.144,0.209,0.000429392
TLN2,1.55063E-08,0.263421453,0.63,0.508,0.000433712
CLN5,1.56957E-08,-0.291035687,0.051,0.101,0.000439008
MYOM3,1.62723E-08,-0.370361901,0.093,0.156,0.000455136
ITPRID2,1.65866E-08,-0.513346323,0.142,0.202,0.000463928
VPS13A,1.7902E-08,-0.37031651,0.662,0.643,0.000500719
GLCE,1.81746E-08,-0.37340286,0.125,0.191,0.000508345
SEMA5A,1.9037E-08,-0.856831339,0.445,0.458,0.000532465
TDP2,1.95017E-08,-0.371988982,0.058,0.108,0.000545463
AAK1,2.00238E-08,0.274631758,0.747,0.59,0.000560064
TBX2,2.01186E-08,-0.491066209,0.115,0.176,0.000562718
EIF3K,2.26294E-08,-0.332635303,0.079,0.135,0.000632943
FAM227B,2.34726E-08,-0.489405887,0.135,0.199,0.000656528
IDH2,2.43679E-08,-0.291991961,0.052,0.102,0.00068157
PITPNM2,2.44385E-08,0.273341512,0.299,0.202,0.000683544
DMTN,2.47358E-08,-0.35184741,0.067,0.121,0.00069186
ADGRL2,2.64567E-08,-0.523248441,0.442,0.475,0.000739995
LANCL2,2.68305E-08,-0.315178046,0.068,0.123,0.00075045
AC013652.1,2.70755E-08,0.321515386,0.299,0.202,0.0007573
SEC16B,2.79396E-08,-0.339865664,0.083,0.141,0.000781472
VWA8,2.80052E-08,-0.389073701,0.634,0.648,0.000783307
LINC01505,2.80747E-08,-0.425309884,0.072,0.129,0.00078525
FGFR2,2.81427E-08,0.257911833,0.384,0.274,0.000787152
CYP7B1,2.81567E-08,0.277267999,0.315,0.217,0.000787544
CCN2,2.99343E-08,0.419634591,0.302,0.212,0.000837261
XPO1,2.99455E-08,-0.407787094,0.421,0.466,0.000837577
KIAA1217,3.16025E-08,0.265046927,0.814,0.704,0.000883921
PDE8B,3.20841E-08,-0.316887309,0.052,0.102,0.000897393
TOX3,3.37985E-08,-0.414541774,0.405,0.466,0.000945343
LINC01725,3.61836E-08,-0.439353935,0.303,0.374,0.001012054
RAD21,3.63264E-08,-0.358564524,0.086,0.144,0.001016051
NIT2,3.65185E-08,-0.466516399,0.095,0.152,0.001021423
ENPP3,4.13907E-08,-0.372189509,0.075,0.13,0.001157697
ENPP2,4.19413E-08,-0.315167569,0.064,0.116,0.001173097
PER1,4.21587E-08,-0.411638814,0.191,0.256,0.001179179
SOX13,4.7592E-08,-0.307403322,0.061,0.112,0.00133115
DMXL1,4.77213E-08,-0.478567446,0.525,0.541,0.001334765
STARD7,4.78627E-08,-0.376596141,0.078,0.131,0.00133872
LINC02532,5.12116E-08,-0.3151435,0.743,0.746,0.001432389
TUFM,5.41086E-08,-0.268413323,0.053,0.102,0.001513418
BRD9,5.5045E-08,-0.685860272,0.222,0.274,0.00153961
PELI2,5.55837E-08,-0.504430544,0.423,0.454,0.001554677
PHPT1,6.08594E-08,-0.316278541,0.059,0.109,0.001702238
LHFPL2,7.59384E-08,-0.466602964,0.09,0.144,0.002123996
RHOA,7.70379E-08,0.306807734,0.303,0.203,0.00215475
NPL,7.72146E-08,-0.384231053,0.1,0.158,0.002159693
NFAT5,7.81974E-08,0.270001483,0.775,0.668,0.002187182
AL591519.1,7.89191E-08,-0.419220532,0.208,0.281,0.002207367
AL139383.1,8.25991E-08,-0.393326061,0.075,0.128,0.002310296
AC009879.4,8.4519E-08,-0.379718166,0.074,0.129,0.002363997
ATP6V0E1,8.78421E-08,-0.450308706,0.146,0.204,0.002456943
UPRT,9.72282E-08,-0.45987692,0.075,0.127,0.002719473
WSB1,9.85004E-08,-0.343422432,0.544,0.622,0.002755057
ATP6V1B2,1.08823E-07,-0.442186345,0.097,0.151,0.003043768
SLC44A1,1.11326E-07,-0.507574664,0.281,0.334,0.003113798
MFSD12,1.1593E-07,-0.449716747,0.086,0.138,0.003242575
ADHFE1,1.16576E-07,-0.369746203,0.108,0.167,0.003260639
C5AR1,1.19694E-07,-0.322099793,0.059,0.107,0.003347848
SLC35B4,1.20122E-07,-0.317672005,0.084,0.139,0.003359811
ATXN7L1,1.28522E-07,-0.432590982,0.467,0.492,0.00359475
HADHA,1.33437E-07,-0.45047326,0.183,0.24,0.003732243
NT5DC1,1.35765E-07,-0.421193652,0.398,0.451,0.003797338
AL049828.1,1.43234E-07,-0.433942134,0.378,0.432,0.004006263
ATP6V1H,1.43508E-07,-0.469417028,0.307,0.363,0.004013927
AC010210.1,1.51974E-07,-0.472220788,0.161,0.219,0.004250706
HIBCH,1.54588E-07,-0.479138714,0.521,0.545,0.004323835
HTRA1,1.75548E-07,-0.250923779,0.057,0.103,0.004910076
TRIP11,1.77675E-07,-0.587994082,0.331,0.372,0.004969569
PCTP,1.78567E-07,-0.384692275,0.065,0.115,0.004994528
TRA2B,1.95812E-07,-0.549940622,0.279,0.325,0.005476855
LPIN3,2.10383E-07,-0.395674934,0.123,0.182,0.005884416
OGT,2.1229E-07,-0.434665506,0.333,0.377,0.005937749
UBN1,2.228E-07,-0.478252211,0.145,0.201,0.006231709
SUCLG2-AS1,2.42066E-07,-0.38506241,0.318,0.38,0.006770583
ZNF189,2.69174E-07,-0.357955019,0.098,0.153,0.007528797
LINC00467,2.76498E-07,-0.381043868,0.092,0.147,0.007733647
AKR1A1,2.95137E-07,-0.428247077,0.13,0.185,0.008254986
UQCRH,3.11223E-07,-0.255238638,0.092,0.149,0.008704895
PPTC7,3.26496E-07,-0.311158409,0.116,0.173,0.009132096
FTCDNL1,3.49326E-07,-0.332244528,0.095,0.15,0.009770634
ABCA10,3.5959E-07,-0.365502792,0.128,0.185,0.010057738
ADD1,3.62778E-07,-0.383406215,0.463,0.486,0.010146906
MBD4,3.72217E-07,-0.467927163,0.09,0.141,0.010410912
FDX1,3.89879E-07,-0.353356837,0.092,0.144,0.010904923
MROH7,3.90078E-07,-0.379098264,0.141,0.201,0.01091047
SSR3,3.90979E-07,-0.350285578,0.072,0.12,0.010935685
GDA,4.06548E-07,0.487996336,0.418,0.32,0.011371139
PPDPF,4.10029E-07,-0.341240556,0.073,0.122,0.011468518
ACOT11,4.86104E-07,-0.355854438,0.15,0.212,0.01359633
RHOT2,5.06882E-07,-0.441939099,0.129,0.183,0.0141775
VEPH1,5.15464E-07,-0.423610635,0.178,0.24,0.014417523
CAPN12,5.18381E-07,-0.555903377,0.28,0.331,0.014499112
MAN2C1,5.6735E-07,-0.467600136,0.14,0.195,0.015868788
VCAM1,6.33133E-07,-0.411957694,0.381,0.244,0.01770874
PPP2R2D,6.69322E-07,-0.438114391,0.25,0.3,0.018720924
ALDH2,6.70679E-07,-0.460219642,0.138,0.192,0.018758883
AASDH,6.74223E-07,-0.391813105,0.12,0.174,0.018858016
SNX2,7.09559E-07,-0.40240635,0.163,0.218,0.019846362
SGIP1,7.13034E-07,-0.419030664,0.159,0.219,0.01994355
GSE1,7.46916E-07,-0.551183874,0.278,0.323,0.020891252
EIF4A1,7.82424E-07,-0.358727336,0.126,0.181,0.02188439
ZHX1,8.1277E-07,-0.404902612,0.073,0.12,0.022733184
KIF12,8.16684E-07,-0.521376378,0.353,0.394,0.022842654
MOB1B,8.72532E-07,-0.466439502,0.329,0.377,0.024404715
PEX13,8.92755E-07,-0.336020713,0.069,0.116,0.024970349
CISD1,9.0548E-07,-0.346179752,0.103,0.156,0.025326272
SLCO4C1,9.54834E-07,-0.375600912,0.133,0.19,0.026706714
LARP4,9.73127E-07,-0.45347168,0.417,0.462,0.02721837
FAM20C,9.88037E-07,-0.527358763,0.24,0.29,0.027635394
STEAP2-AS1,1.03054E-06,-0.290663251,0.065,0.113,0.028824264
MLEC,1.03723E-06,-0.413173789,0.104,0.155,0.029011393
DIXDC1,1.05696E-06,-0.382464687,0.291,0.352,0.029563307
HOXD3,1.0606E-06,-0.394500877,0.104,0.155,0.029665111
NOSTRIN,1.12291E-06,-0.432009503,0.138,0.194,0.031407723
SHROOM4,1.14498E-06,-0.48030927,0.332,0.374,0.032025229
EIF1B-AS1,1.21515E-06,-0.340944685,0.168,0.23,0.033987662
SRSF5,1.21982E-06,-0.553487595,0.303,0.34,0.034118502
CSPP1,1.26263E-06,-0.459308909,0.49,0.496,0.035315699
SETD2,1.26707E-06,-0.386276805,0.637,0.625,0.03543993
KLHDC2,1.26901E-06,-0.379873179,0.127,0.18,0.03549419
ERVMER61-1,1.39773E-06,0.265294892,0.181,0.114,0.039094578
NORAD,1.39896E-06,-0.331558089,0.078,0.125,0.039128779
FNBP1,1.46299E-06,-0.523594112,0.378,0.403,0.040919693
TTC21B,1.47718E-06,-0.479826684,0.206,0.259,0.041316639
HNRNPUL2,1.49228E-06,-0.303837413,0.064,0.108,0.041739179
TEX2,1.6361E-06,-0.295529053,0.075,0.122,0.045761675
CCDC148,1.686E-06,-0.375177956,0.415,0.474,0.047157541
MAP3K13,1.69109E-06,-0.319362524,0.618,0.639,0.047299694
ATP1A1-AS1,1.84645E-06,-0.275180452,0.067,0.114,0.051645268
SPAG9,2.00051E-06,-0.411882512,0.67,0.627,0.0559544
BCAM,2.022E-06,-0.385715314,0.13,0.182,0.056555222
LINC00662,2.10862E-06,-0.435560564,0.148,0.202,0.058978048
NXNL2,2.11782E-06,-0.494342762,0.066,0.11,0.059235316
NUDT4,2.14178E-06,-0.441113384,0.147,0.199,0.059905451
FAM199X,2.16924E-06,-0.415954471,0.12,0.171,0.060673664
LRP6,2.25102E-06,-0.434058283,0.33,0.372,0.062961083
PCF11,2.36468E-06,-0.534700759,0.215,0.259,0.066140179
AGBL3,2.47973E-06,-0.562200082,0.146,0.198,0.069357997
PARM1,2.52203E-06,-0.339450492,0.067,0.112,0.070541134
CFAP70,2.54267E-06,-0.381508703,0.169,0.227,0.071118606
PRKX,2.55544E-06,0.259704788,0.286,0.206,0.071475614
SEC62,2.60148E-06,-0.531289763,0.272,0.309,0.072763496
EMX2,2.68424E-06,-0.413557713,0.139,0.191,0.075078259
CDKL2,2.78579E-06,-0.394344971,0.113,0.164,0.077918439
FAM160A1,2.85922E-06,-0.318424555,0.504,0.538,0.079972407
HIPK2,2.93814E-06,-0.420077115,0.521,0.533,0.082179791
AL591895.1,3.06125E-06,-0.333318674,0.072,0.116,0.085623108
COL4A3,3.10097E-06,-0.330930809,0.421,0.462,0.086734084
TECR,3.41043E-06,-0.34248433,0.071,0.114,0.095389796
TBC1D19,3.42859E-06,-0.424462072,0.495,0.506,0.095897732
PANTR1,3.47604E-06,-0.380314811,0.183,0.239,0.097224835
RHPN1,3.77052E-06,-0.362315912,0.068,0.11,0.105461431
ZNF512B,3.96598E-06,-0.392130706,0.068,0.111,0.110928412
SNTG2,4.31442E-06,0.296955829,0.194,0.127,0.120674435
PTPN4,4.49961E-06,-0.368182127,0.421,0.47,0.125854125
AC009120.2,4.56014E-06,-0.482002765,0.49,0.494,0.12754713
MGME1,4.66196E-06,-0.353589037,0.08,0.125,0.130394882
MIA2,4.76826E-06,-0.394105531,0.644,0.63,0.133368251
RIPOR1,4.82727E-06,-0.429246975,0.127,0.173,0.135018747
BDH2,4.8637E-06,-0.332324966,0.089,0.134,0.136037632
CCDC178,4.91577E-06,-0.482234349,0.253,0.305,0.13749409
TRIM52,4.97427E-06,-0.323102138,0.068,0.111,0.139130326
RUNDC3B,5.01549E-06,-0.402910194,0.123,0.175,0.140283349
SLC25A16,5.09029E-06,-0.37229228,0.325,0.369,0.142375298
GABRB3,5.44033E-06,-0.277240232,0.062,0.104,0.15216612
TMEM106A,5.52032E-06,-0.323496536,0.066,0.108,0.154403238
SEC14L1,5.57113E-06,-0.42236455,0.138,0.188,0.15582443
HPCAL1,5.68355E-06,-0.381322406,0.251,0.299,0.158968919
L2HGDH,5.79781E-06,-0.349041734,0.163,0.217,0.162164869
PRDX6,5.94704E-06,-0.353207928,0.078,0.121,0.166338821
HIP1R,6.53691E-06,-0.439988355,0.215,0.263,0.18283735
PABPC4,6.57779E-06,-0.476154935,0.168,0.212,0.183980812
RBM39,6.89601E-06,-0.395596179,0.628,0.602,0.192881405
PGK1,7.07173E-06,-0.304702506,0.126,0.177,0.197796345
ASRGL1,7.34572E-06,-0.317073627,0.116,0.168,0.205459831
PPARG,7.60957E-06,-0.348399525,0.406,0.425,0.21283959
SPEF2,7.96302E-06,-0.46997272,0.289,0.333,0.222725711
TTYH3,8.06235E-06,-0.505006346,0.207,0.254,0.225503816
SH3BP5,8.35243E-06,-0.394039968,0.104,0.148,0.233617377
AC139887.2,8.89063E-06,-0.496839432,0.18,0.226,0.248670846
MTUS1,9.05955E-06,-0.386715806,0.277,0.322,0.253395576
YBX1,9.07938E-06,-0.272863546,0.067,0.107,0.253950335
SLC19A2,9.68579E-06,-0.363434761,0.11,0.157,0.27091165
P4HB,1.03258E-05,-0.30442706,0.095,0.141,0.288812336
SUPT5H,1.03293E-05,-0.455710829,0.14,0.185,0.288909188
COMMD10,1.09192E-05,-0.407647997,0.626,0.601,0.305408799
CTTNBP2,1.12063E-05,-0.410596844,0.335,0.375,0.313438847
CSAD,1.13997E-05,-0.513329648,0.18,0.223,0.318850706
HNRNPA1,1.16412E-05,-0.320695719,0.095,0.14,0.325605375
PXK,1.17624E-05,-0.414711857,0.1,0.144,0.328994308
PPIG,1.17967E-05,-0.533026729,0.412,0.428,0.329954636
TBRG1,1.2203E-05,-0.364080312,0.128,0.174,0.341318815
KIF16B,1.22557E-05,-0.497946336,0.361,0.394,0.342793257
ANO5,1.2649E-05,-0.295064034,0.076,0.119,0.353792353
GK,1.29235E-05,-0.373060477,0.118,0.167,0.361470562
SGK3,1.29291E-05,-0.391794668,0.412,0.44,0.361627245
ADAMTS9,1.42592E-05,0.291736315,0.545,0.404,0.398830847
PCCA,1.44917E-05,-0.294898488,0.801,0.787,0.405333685
ATP10A,1.45193E-05,0.362636671,0.127,0.077,0.406106064
RBM25,1.46505E-05,-0.504203998,0.637,0.596,0.409774508
SPPL2B,1.59808E-05,-0.417640976,0.151,0.197,0.446983879
SLC1A1,1.59957E-05,-0.372471369,0.446,0.468,0.447400378
ADAMTS17,1.61868E-05,-0.259281596,0.099,0.148,0.452744832
ANKS1B,1.63931E-05,-0.565849912,0.461,0.476,0.458514919
MGST3,1.68545E-05,-0.356025134,0.142,0.188,0.471421475
SPSB3,1.71539E-05,-0.300721001,0.066,0.105,0.479793269
ZDHHC14,1.83882E-05,-0.352483913,0.363,0.404,0.51431698
CAMSAP3,1.87032E-05,-0.317794146,0.064,0.103,0.523128778
FASTK,1.95545E-05,-0.315538441,0.067,0.105,0.546938314
REST,2.06543E-05,-0.387519526,0.134,0.18,0.57770192
EGOT,2.16314E-05,-0.427332145,0.111,0.158,0.60503148
UFL1-AS1,2.19407E-05,-0.35104673,0.065,0.104,0.61368135
MCPH1-AS1,2.22501E-05,-0.273667751,0.089,0.132,0.622336151
SNX5,2.35344E-05,-0.436009715,0.134,0.176,0.65825839
ARFGAP1,2.36539E-05,-0.445518364,0.099,0.139,0.661599216
MT1G,2.40782E-05,-0.341381581,0.104,0.15,0.673467001
PDPR,2.52613E-05,-0.363000708,0.156,0.203,0.706559227
HELZ,2.58986E-05,-0.399841715,0.501,0.497,0.724384315
PPP1R12C,2.59137E-05,-0.342347624,0.101,0.143,0.724806606
SRSF7,2.62017E-05,-0.352185701,0.116,0.159,0.732861564
ATP5F1C,2.66455E-05,-0.359728833,0.146,0.193,0.745275136
MTHFS,2.70709E-05,-0.366792894,0.169,0.217,0.757173647
TMEM259,2.71779E-05,-0.399024901,0.166,0.21,0.760165192
NFATC3,2.71874E-05,-0.353430558,0.309,0.351,0.760431103
TSHZ1,2.78E-05,-0.369805628,0.097,0.14,0.777564877
PILRA,2.92965E-05,-0.300172833,0.064,0.102,0.819423168
EIF4EBP2,3.17963E-05,-0.394256584,0.093,0.133,0.889343794
SLF1,3.23754E-05,-0.28665791,0.081,0.122,0.905539545
ARFGAP2,3.37094E-05,-0.293271654,0.071,0.109,0.942852556
YPEL5,3.41422E-05,-0.299063669,0.065,0.102,0.954955943
CCDC30,3.43301E-05,-0.398452105,0.476,0.491,0.960212141
SCGB2B2,3.46308E-05,-0.371290078,0.118,0.164,0.968622098
AC079352.1,3.63161E-05,-0.259849209,0.637,0.656,1
HADH,3.65036E-05,-0.333550439,0.13,0.175,1
AMY2B,4.05293E-05,-0.291507694,0.106,0.151,1
AEBP2,4.05372E-05,-0.343479315,0.486,0.495,1
DZIP3,4.06001E-05,-0.444916952,0.193,0.236,1
CEP164,4.0808E-05,-0.412818907,0.178,0.222,1
MON2,4.12853E-05,-0.331740067,0.6,0.577,1
RMST,4.27333E-05,-0.40292945,0.428,0.458,1
SUMO2,4.86801E-05,-0.276256209,0.068,0.105,1
NDUFA10,4.91758E-05,-0.428119963,0.201,0.243,1
SLC25A29,4.96979E-05,-0.41660019,0.182,0.224,1
EIF4A2,5.02799E-05,-0.416079606,0.209,0.25,1
ATF3,5.20341E-05,-0.251123488,0.244,0.164,1
ZNF618,5.20525E-05,-0.380438186,0.348,0.381,1
ATRX,5.20632E-05,-0.327708542,0.756,0.701,1
GPAT4,5.32128E-05,-0.42235741,0.106,0.145,1
ENOSF1,5.43718E-05,-0.334851358,0.525,0.535,1
CNBP,5.4463E-05,-0.297718953,0.096,0.136,1
SOX5,5.79684E-05,-0.357977039,0.33,0.37,1
GADD45B,5.81312E-05,-0.35264907,0.093,0.132,1
ANAPC16,5.82047E-05,-0.389717569,0.212,0.253,1
SLCO2A1,6.00031E-05,0.253394384,0.165,0.109,1
PIGQ,6.12909E-05,-0.35086325,0.082,0.12,1
PHF20L1,6.16314E-05,-0.38922592,0.319,0.351,1
ASPSCR1,6.31266E-05,-0.352029694,0.082,0.12,1
VDAC1,6.31377E-05,-0.25441462,0.106,0.148,1
SLC35D1,6.50323E-05,-0.384932178,0.171,0.213,1
RAB40C,6.58848E-05,-0.353865334,0.111,0.153,1
AC008269.1,6.77884E-05,-0.340492588,0.159,0.208,1
ZBTB46,7.0609E-05,-0.386636501,0.175,0.216,1
STXBP2,7.50939E-05,-0.382494185,0.075,0.111,1
COQ4,7.60563E-05,-0.466580296,0.187,0.226,1
PCMTD2,7.6252E-05,-0.361704287,0.14,0.181,1
AGPAT5,8.22601E-05,-0.383725384,0.185,0.227,1
GPR89B,8.38179E-05,-0.254067767,0.082,0.121,1
CCDC88C,8.61022E-05,-0.336478258,0.104,0.144,1
SSX2IP,9.0145E-05,-0.28588881,0.11,0.152,1
NME3,9.15263E-05,-0.34085526,0.106,0.144,1
USH1C,9.15415E-05,-0.289481389,0.202,0.252,1
EMX2OS,9.44513E-05,-0.40016199,0.204,0.244,1
POLD3,0.000100303,-0.36401271,0.113,0.154,1
PLEKHB2,0.000108181,-0.330216229,0.096,0.134,1
TMEM59,0.000110059,-0.334006661,0.108,0.146,1
NCALD,0.000117054,-0.426743981,0.08,0.116,1
BDP1,0.000117385,-0.439734121,0.498,0.491,1
FGFR4,0.000120329,-0.341441833,0.088,0.125,1
ACVR1B,0.000123212,-0.314763771,0.192,0.237,1
IRF2BP2,0.000124373,-0.289578313,0.085,0.122,1
KIAA1109,0.000135108,-0.448681996,0.636,0.594,1
NET1,0.000142148,-0.300936461,0.09,0.128,1
TMEM252-DT,0.000142206,-0.294193724,0.1,0.141,1
SREK1,0.000146291,-0.492178769,0.427,0.422,1
RIMS2,0.000146796,0.3225864,0.15,0.101,1
SPEN,0.000152332,-0.544512815,0.485,0.486,1
AP3D1,0.000155476,-0.466217029,0.288,0.313,1
GRHPR,0.000157779,-0.292321961,0.07,0.104,1
CREM,0.00016092,-0.395900908,0.179,0.215,1
TNRC6A,0.000169717,-0.314641745,0.805,0.78,1
CLK4,0.000178311,-0.382623486,0.176,0.214,1
ABCD3,0.000183394,-0.364964076,0.427,0.435,1
AC011346.1,0.000188021,-0.269247453,0.1,0.14,1
NUMA1,0.000188288,-0.451141629,0.179,0.213,1
LINC02068,0.000190527,-0.439582919,0.069,0.103,1
KLF13,0.00019349,-0.452086671,0.152,0.186,1
GAS2,0.000198992,-0.263072134,0.092,0.13,1
PDE3A,0.000202923,-0.518687127,0.235,0.26,1
ZNF292,0.000203126,-0.3442202,0.581,0.568,1
TENM2,0.000205048,-0.290964666,0.161,0.206,1
PSMA1,0.000212339,-0.324927997,0.105,0.141,1
TGOLN2,0.000214703,-0.371988168,0.168,0.203,1
NOX4,0.000215802,0.404299341,0.673,0.612,1
AC002460.2,0.000219354,-0.463470135,0.187,0.223,1
KIF21A,0.000221058,-0.319364832,0.435,0.446,1
KAT2A,0.000227167,-0.267419235,0.078,0.113,1
CWF19L2,0.000228806,-0.485533536,0.346,0.361,1
PLXNB2,0.000229379,-0.521150418,0.214,0.242,1
